4,1500538660562,0.009414673,-0.019760132,0.028717041
4,1500538660569,0.017929077,-0.041046143,0.01701355
4,1500538660620,-1.5604496E-4,-0.041046143,0.023391724
4,1500538660624,0.015792847,-0.059143066,0.025527954
4,1500538660626,0.015792847,-0.039978027,0.021270752
4,1500538660683,0.013671875,-0.03677368,0.028717041
4,1500538660688,0.0041007996,-0.037841797,0.037231445
4,1500538660690,0.0072898865,-0.020828247,0.035095215
4,1500538660742,0.026443481,-0.021896362,0.028717041
4,1500538660746,0.02218628,-0.01763916,0.0340271
4,1500538660749,0.038146973,-0.02508545,0.032958984
4,1500538660804,0.020050049,-0.015510559,0.03616333
4,1500538660806,0.02218628,-0.01763916,0.028717041
4,1500538660808,0.012611389,-0.0027427673,0.024459839
4,1500538660863,0.008354187,-0.02720642,0.01701355
4,1500538660866,0.015792847,-0.021896362,0.029785156
4,1500538660869,0.013671875,-0.02720642,0.025527954
4,1500538660924,0.008354187,-0.042114258,0.024459839
4,1500538660926,0.006225586,-0.039978027,0.028717041
4,1500538660928,0.010482788,-0.030410767,0.028717041
4,1500538660988,0.0051612854,-0.02508545,0.02658081
4,1500538660992,-1.5604496E-4,-0.03253174,0.022323608
4,1500538660994,0.023254395,-0.04849243,0.029785156
4,1500538661046,0.015792847,-0.03677368,0.028717041
4,1500538661050,0.016860962,-0.024017334,0.032958984
4,1500538661052,-0.00440979,-0.011253357,0.03616333
4,1500538661108,0.009414673,-0.033599854,0.015945435
4,1500538661112,0.010482788,-0.033599854,0.035095215
4,1500538661115,0.02218628,-0.049560547,0.02658081
4,1500538661170,0.010482788,-0.049560547,0.018066406
4,1500538661174,0.016860962,-0.050628662,0.021270752
4,1500538661176,0.016860962,-0.05593872,0.032958984
4,1500538661229,0.010482788,-0.0463562,0.023391724
4,1500538661233,0.015792847,-0.037841797,0.022323608
4,1500538661236,0.011543274,-0.02720642,0.03933716
4,1500538661289,0.009414673,-0.031463623,0.027648926
4,1500538661292,0.008354187,-0.026153564,0.018066406
4,1500538661298,0.010482788,-0.015510559,0.027648926
4,1500538661350,0.009414673,-0.021896362,0.028717041
4,1500538661355,0.015792847,-0.028274536,0.020202637
4,1500538661357,0.017929077,-0.018707275,0.035095215
4,1500538661412,0.006225586,-0.019760132,0.03189087
4,1500538661415,0.006225586,-0.03677368,0.03189087
4,1500538661418,0.008354187,-0.01763916,0.03189087
4,1500538661476,-1.5604496E-4,-0.005935669,0.025527954
4,1500538661479,0.0051612854,-0.020828247,0.025527954
4,1500538661482,0.017929077,-0.013381958,0.032958984
4,1500538661535,0.010482788,-0.011253357,0.023391724
4,1500538661538,0.003036499,-0.014450073,0.014884949
4,1500538661542,9.0789795E-4,-0.021896362,0.025527954
4,1500538661593,0.010482788,-0.03677368,0.020202637
4,1500538661599,0.023254395,-0.038909912,0.030838013
4,1500538661601,0.012611389,-0.038909912,0.032958984
4,1500538661654,0.013671875,-0.05593872,0.023391724
4,1500538661658,0.02218628,-0.052734375,0.03933716
4,1500538661660,0.024307251,-0.041046143,0.037231445
4,1500538661715,0.02218628,-0.030410767,0.030838013
4,1500538661720,0.009414673,-0.028274536,0.025527954
4,1500538661724,0.010482788,-0.035705566,0.015945435
4,1500538661775,0.018997192,-0.03253174,0.021270752
4,1500538661779,0.017929077,-0.026153564,0.023391724
4,1500538661781,0.010482788,-0.02508545,0.019134521
4,1500538661840,-1.5604496E-4,-0.021896362,0.012756348
4,1500538661850,0.0019721985,-0.021896362,0.021270752
4,1500538661861,0.008354187,-0.022949219,0.018066406
4,1500538661889,0.01473999,-0.015510559,0.029785156
4,1500538661894,0.010482788,-0.0016794205,0.032958984
4,1500538661937,0.011543274,-0.021896362,0.022323608
4,1500538661940,0.009414673,-0.018707275,0.024459839
4,1500538661942,0.026443481,-0.039978027,0.024459839
4,1500538661999,0.018997192,-0.026153564,0.028717041
4,1500538662004,0.017929077,-0.020828247,0.029785156
4,1500538662006,0.013671875,-0.018707275,0.038269043
4,1500538662060,0.023254395,-0.035705566,0.037231445
4,1500538662065,0.015792847,-0.035705566,0.03616333
4,1500538662067,0.012611389,-0.030410767,0.029785156
4,1500538662121,0.008354187,-0.03253174,0.021270752
4,1500538662125,0.018997192,-0.022949219,0.03189087
4,1500538662127,0.011543274,-0.021896362,0.029785156
4,1500538662181,0.013671875,-0.030410767,0.023391724
4,1500538662187,9.0789795E-4,-0.026153564,0.022323608
4,1500538662190,0.0072898865,-0.021896362,0.021270752
4,1500538662243,0.012611389,-0.02508545,0.021270752
4,1500538662246,0.008354187,-0.02720642,0.027648926
4,1500538662250,0.006225586,-0.026153564,0.027648926
4,1500538662304,0.0072898865,-0.029342651,0.023391724
4,1500538662307,0.013671875,-0.01763916,0.024459839
4,1500538662309,0.0072898865,-0.011253357,0.03189087
4,1500538662364,0.020050049,-0.02720642,0.02658081
4,1500538662368,0.009414673,-0.013381958,0.025527954
4,1500538662372,0.0051612854,-0.01763916,0.024459839
4,1500538662425,0.009414673,-0.02508545,0.027648926
4,1500538662429,0.012611389,-0.021896362,0.02658081
4,1500538662433,0.017929077,-0.02508545,0.029785156
4,1500538662486,0.012611389,-0.028274536,0.024459839
4,1500538662489,0.012611389,-0.02720642,0.027648926
4,1500538662492,0.011543274,-0.030410767,0.03189087
4,1500538662546,0.01473999,-0.033599854,0.027648926
4,1500538662550,0.01473999,-0.03253174,0.027648926
4,1500538662553,0.008354187,-0.024017334,0.028717041
4,1500538662608,0.017929077,-0.030410767,0.030838013
4,1500538662612,0.01473999,-0.024017334,0.029785156
4,1500538662615,0.01473999,-0.028274536,0.022323608
4,1500538662669,0.016860962,-0.02720642,0.02658081
4,1500538662674,0.009414673,-0.020828247,0.029785156
4,1500538662677,0.011543274,-0.015510559,0.024459839
4,1500538662730,0.006225586,-0.013381958,0.030838013
4,1500538662734,0.01473999,-0.028274536,0.029785156
4,1500538662736,0.011543274,-0.030410767,0.02658081
4,1500538662789,0.008354187,-0.028274536,0.025527954
4,1500538662794,0.003036499,-0.024017334,0.021270752
4,1500538662796,0.008354187,-0.030410767,0.020202637
4,1500538662850,0.0072898865,-0.03466797,0.023391724
4,1500538662853,0.012611389,-0.03253174,0.022323608
4,1500538662857,0.01473999,-0.02720642,0.027648926
4,1500538662912,0.0051612854,-0.024017334,0.025527954
4,1500538662915,0.015792847,-0.028274536,0.028717041
